flight,date,time
QTR8181,2023-03-21,00:00:03
JBU394,2023-03-21,00:18:03
UAL2278,2023-03-21,00:26:02
UAL2097,2023-03-21,00:28:02
JBU648,2023-03-21,00:41:02
UAL325,2023-03-21,00:45:02
DAL306,2023-03-21,00:54:02
N371LL,2023-03-21,00:56:02
CSJ1591,2023-03-21,01:01:02
DAL313,2023-03-21,01:04:02
JBU72,2023-03-21,01:12:02
UAL1950,2023-03-21,01:14:02
DAL400,2023-03-21,01:22:02
DAL845,2023-03-21,01:23:02
AFR079,2023-03-21,01:25:03
DAL999,2023-03-21,01:25:03
ASA298,2023-03-21,01:26:02
UAL1696,2023-03-21,01:27:02
MXY251,2023-03-21,01:28:02
UPS558,2023-03-21,01:32:02
UPS1126,2023-03-21,01:40:02
UPS1476,2023-03-21,01:45:02
UAL477,2023-03-21,01:49:02
DAL958,2023-03-21,01:49:02
ROU1722,2023-03-21,01:50:02
ASA38,2023-03-21,02:01:03
ACA746,2023-03-21,02:02:02
DAL1296,2023-03-21,02:05:03
AAL276,2023-03-21,02:12:02
FRG1690,2023-03-21,02:12:02
ACA794,2023-03-21,02:14:02
BAW268,2023-03-21,02:20:02
UAL1711,2023-03-21,02:30:02
UAL2059,2023-03-21,02:35:02
ROU1704,2023-03-21,02:36:02
UAE9917,2023-03-21,02:36:02
JBU34,2023-03-21,02:38:02
DAL521,2023-03-21,02:39:02
DAL502,2023-03-21,02:40:02
UAL643,2023-03-21,02:42:02
THY182,2023-03-21,02:43:02
DAL551,2023-03-21,02:56:02
SIA22,2023-03-21,02:56:02
HAL50,2023-03-21,02:57:02
N710DS,2023-03-21,02:58:02
UAL1164,2023-03-21,02:58:02
JBU80,2023-03-21,03:01:02
HAL90,2023-03-21,03:05:02
ASA26,2023-03-21,03:07:02
ASA42,2023-03-21,03:07:02
UAL1665,2023-03-21,03:08:02
IFA4839,2023-03-21,03:13:02
SWA3343,2023-03-21,03:20:02
UPS9795,2023-03-21,03:28:02
DAL2078,2023-03-21,03:32:02
SNC1470,2023-03-21,03:33:02
JBU162,2023-03-21,03:34:03
UAL2416,2023-03-21,03:43:02
UAL2326,2023-03-21,03:45:02
N890D,2023-03-21,03:46:03
DAL1038,2023-03-21,03:46:03
FDY470,2023-03-21,03:47:02
SKW4052,2023-03-21,03:53:03
AAL1852,2023-03-21,03:55:03
UAL1402,2023-03-21,03:56:02
DAL1479,2023-03-21,03:56:02
ENY3658,2023-03-21,03:57:03
AAL2485,2023-03-21,03:58:02
ENY3329,2023-03-21,03:58:02
SWA3507,2023-03-21,04:01:02
DAL2913,2023-03-21,04:05:02
DAL2872,2023-03-21,04:08:02
ENY3603,2023-03-21,04:10:02
AAL2265,2023-03-21,04:14:02
AWI6142,2023-03-21,04:14:02
IFL541,2023-03-21,04:19:03
UAL1991,2023-03-21,04:20:02
N85ER,2023-03-21,04:22:02
ETH574,2023-03-21,04:22:02
UAL2680,2023-03-21,04:23:02
ENY3537,2023-03-21,04:23:02
N650D,2023-03-21,04:24:02
N746AR,2023-03-21,04:24:02
DAL2560,2023-03-21,04:25:02
AWI6151,2023-03-21,04:27:02
SKW4606,2023-03-21,04:28:02
ENY4130,2023-03-21,04:29:02
ENY3631,2023-03-21,04:30:02
AAL496,2023-03-21,04:30:02
N155GB,2023-03-21,04:31:02
LXJ577,2023-03-21,04:31:02
UAL1071,2023-03-21,04:34:02
SKW3534,2023-03-21,04:34:02
UAL2648,2023-03-21,04:36:02
JBU264,2023-03-21,04:36:02
MRA605,2023-03-21,04:37:03
UAL301,2023-03-21,04:38:02
ENY4053,2023-03-21,04:38:02
AAL2911,2023-03-21,04:41:03
N540M,2023-03-21,04:42:02
GJS4432,2023-03-21,04:43:03
UAL621,2023-03-21,04:43:03
DAL1151,2023-03-21,04:44:02
EJM645,2023-03-21,04:46:03
UAL2013,2023-03-21,04:47:02
UAL2651,2023-03-21,04:47:02
UAL2225,2023-03-21,04:48:02
DAL2805,2023-03-21,04:49:02
SKW3554,2023-03-21,04:50:03
SKW4683,2023-03-21,04:50:03
AAL2919,2023-03-21,04:51:02
UAL1615,2023-03-21,04:51:02
EDV5243,2023-03-21,04:52:02
SKW3622,2023-03-21,04:52:02
SKW4704,2023-03-21,04:54:02
UAL788,2023-03-21,04:54:02
SKW6000,2023-03-21,04:55:02
JBU2157,2023-03-21,04:56:02
JBU133,2023-03-21,04:57:02
SKW5478,2023-03-21,04:57:02
SKW4649,2023-03-21,04:58:02
AAL442,2023-03-21,04:58:02
RPA3406,2023-03-21,04:58:02
UAL567,2023-03-21,05:00:02
UAL373,2023-03-21,05:01:02
RPA4583,2023-03-21,05:01:02
EDV5312,2023-03-21,05:02:02
PDT5942,2023-03-21,05:04:02
UAL2661,2023-03-21,05:05:02
UAL2429,2023-03-21,05:07:02
UAL1719,2023-03-21,05:09:02
FFT2131,2023-03-21,05:10:02
N779JM,2023-03-21,05:11:02
DAL2255,2023-03-21,05:11:02
N1907M,2023-03-21,05:12:02
N21NX,2023-03-21,05:13:02
N1219M,2023-03-21,05:13:02
NKS3346,2023-03-21,05:13:02
SKW4648,2023-03-21,05:14:02
